Class,Subclass,SubclassCategory,Commands,Response,Label
Bike,Cloud,News/Notification,Find news articles for me,Sure I'll find news articles for you.,1
Bike,Cloud,News/Notification,What are the top stories?,Here are the top stories of the day.,1
Bike,Cloud,News/Notification,Show entertainment news,Here are the latest entertainment news updates.,1
Bike,Cloud,News/Notification,Access the news feed,You can access the news feed through the provided link.,1
Bike,Cloud,News/Notification,Provide the latest news updates,Here are the latest news updates.,1
Bike,Cloud,News/Notification,Are there any updates on current affairs?,Yes there are updates on current affairs. Let me fetch them for you.,1
Bike,Cloud,News/Notification,Show me the latest articles,Here are the latest articles.,1
Bike,Cloud,News/Notification,Any updates on the stock market?,Yes let me fetch the latest updates on the stock market.,1
Bike,Cloud,News/Notification,Show news from reliable sources,Here are news articles from reliable sources.,1
Bike,Cloud,News/Notification,What's the buzz on social media?,Let me check what's buzzing on social media for you.,1
Bike,Cloud,News/Notification,Give me the headlines in tech,Sure I'll provide you with tech headlines.,1
Bike,Cloud,News/Notification,Any updates on world events?,Yes there are updates on world events. Let me fetch them for you.,1
Bike,Cloud,News/Notification,Show me news related to health and wellness,Here are the latest news related to health and wellness.,1
Bike,Cloud,News/Notification,Any updates on the economy?,Yes let me fetch the latest updates on the economy for you.,1
Bike,Cloud,News/Notification,Provide news updates in [my preferred] language,Sure I'll provide news updates in your preferred language.,1
Bike,Cloud,News/Notification,Any updates on climate and environment?,Yes let me fetch the latest updates on climate and environment for you.,1
Bike,Cloud,News/Notification,Can you give me insights into international news?,Sure I'll provide you with insights into international news.,1
Bike,Cloud,News/Notification,Show me local news updates,Here are the latest local news updates.,1
Bike,Cloud,News/Notification,Tell me the score for XYZ,The score  is updated please wait.,1
Bike,Cloud,News/Notification,Tell me the result of XYZ vs ABC,The result  is updated please wait.,1
Bike,Cloud,News/Notification,Tell me yesterday's match's score,Yesterday's match's score is update please wait.,1
Bike,Cloud,News/Notification,Can you give me details about recent political developments?,Sure I'll provide you with details about recent political developments.,1
Bike,Cloud,News/Notification,Show me trending news topics,Here are the trending news topics.,1
Bike,Cloud,News/Notification,Can you provide news related to business and finance?,Yes I can provide news related to business and finance. Let me fetch them for you.,1
Bike,Cloud,News/Notification,What's the latest in the field of science and research?,Let me fetch the latest updates in the field of science and research for you.,1
Bike,Cloud,News/Notification,Any breaking news alerts?,Yes there are breaking news alerts. Let me fetch them for you.,1
Bike,Cloud,News/Notification,What are the top stories of the day?,Here are the top stories of the day.,1
Bike,Cloud,News/Notification,Show me news articles from reputable sources,Here are news articles from reputable sources.,1
Bike,Cloud,News/Notification,Any updates on new technological advancements?,Yes let me fetch the latest updates on new technological advancements for you.,1
Bike,Cloud,News/Notification,Show me the top news stories today.,Here are the top news stories for today.,1
Bike,Cloud,News/Notification,What are the trending news topics right now?,Here are the trending news topics at the moment.,1
Bike,Cloud,News/Notification,Find news articles about [specific topic].,Here are news articles about [specific topic].,1
Bike,Cloud,News/Notification,Search for news from [specific source].,Here are news articles from [specific source].,1
Bike,Cloud,News/Notification,Show me local news headlines.,Here are the local news headlines.,1
Bike,Cloud,News/Notification,Find news articles about [topic] in [city/country].,Here are news articles about [topic] in [city/country].,1
Bike,Cloud,News/Notification,What are the current events happening in [region]?,Here are the current events happening in [region].,1
Bike,Cloud,News/Notification,Keep me updated on news related to [business/science/technology].,Sure I'll keep you updated on news related to [business/science/technology].,1
Bike,Cloud,News/Notification,Show me articles about the recent [political event].,Here are articles about the recent [political event].,1
Bike,Cloud,News/Notification,Find news related to the upcoming [sports event].,Here is news related to the upcoming [sports event].,1
Bike,Cloud,News/Notification,Show me trending news topics on social media.,Here are the trending news topics on social media.,1
Bike,Update,Cancel,Abort pending bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Abort pending bike system update,Aborting please wait,1
Bike,Update,Cancel,Abort software update for bike,Aborting please wait,1
Bike,Update,Cancel,Cancel bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Cancel bike software update process,Aborting please wait,1
Bike,Update,Cancel,Cancel bike system update process,Aborting please wait,1
Bike,Update,Cancel,Cancel pending bike software update,Aborting please wait,1
Bike,Update,Cancel,Cancel scheduled bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Cancel scheduled bike system update,Aborting please wait,1
Bike,Update,Cancel,Halt bike firmware update process,Aborting please wait,1
Bike,Update,Cancel,Halt bike system update procedure,Aborting please wait,1
Bike,Update,Cancel,Halt bike system update process,Aborting please wait,1
Bike,Update,Cancel,Stop bike firmware upgrade process,Aborting please wait,1
Bike,Update,Cancel,Stop ongoing bike software upgrade,Aborting please wait,1
Bike,Update,Cancel,Stop ongoing bike system upgrade,Aborting please wait,1
Bike,Update,Cancel,Terminate bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Terminate pending bike software update,Aborting please wait,1
Bike,Update,Cancel,Terminate pending bike system update,Aborting please wait,1
Bike,Update,Cancel,Cease ongoing bike software update,Aborting please wait,1
Bike,Update,Cancel,Cease bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Cease ongoing bike system upgrade,Aborting please wait,1
Bike,Update,Cancel,Cease pending bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Cease pending bike software update,Aborting please wait,1
Bike,Update,Cancel,Cease pending bike system update,Aborting please wait,1
Bike,Update,Cancel,Cease scheduled bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Cease scheduled bike system update,Aborting please wait,1
Bike,Update,Cancel,End bike firmware update process,Aborting please wait,1
Bike,Update,Cancel,End bike software update process,Aborting please wait,1
Bike,Update,Cancel,End bike system update process,Aborting please wait,1
Bike,Update,Cancel,Halt ongoing bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Halt ongoing bike software update,Aborting please wait,1
Bike,Update,Cancel,Halt ongoing bike system update,Aborting please wait,1
Bike,Update,Cancel,Halt pending bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Halt pending bike software update,Aborting please wait,1
Bike,Update,Cancel,Halt pending bike system update,Aborting please wait,1
Bike,Update,Cancel,Interrupt bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Interrupt bike software update,Aborting please wait,1
Bike,Update,Cancel,Interrupt bike system update,Aborting please wait,1
Bike,Update,Cancel,Interrupt ongoing bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Interrupt ongoing bike software update,Aborting please wait,1
Bike,Update,Cancel,Interrupt ongoing bike system update,Aborting please wait,1
Bike,Update,Cancel,Stop current bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Stop current bike software update,Aborting please wait,1
Bike,Update,Cancel,Stop current bike system update,Aborting please wait,1
Bike,Update,Cancel,Terminate in-progress bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Terminate in-progress bike software update,Aborting please wait,1
Bike,Update,Cancel,Terminate in-progress bike system update,Aborting please wait,1
Bike,Update,Cancel,Discontinue bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Discontinue bike software update,Aborting please wait,1
Bike,Update,Cancel,Discontinue bike system update,Aborting please wait,1
Bike,Update,Cancel,Terminate ongoing bike firmware upgrade,Aborting please wait,1
Bike,Update,Cancel,Terminate ongoing bike software upgrade,Aborting please wait,1
Bike,Update,Cancel,Terminate ongoing bike system upgrade,Aborting please wait,1
Bike,Update,Cancel,Terminate pending bike firmware upgrade,Aborting please wait,1
Bike,Update,Cancel,Terminate pending bike software upgrade,Aborting please wait,1
Bike,Update,Cancel,Terminate pending bike system upgrade,Aborting please wait,1
Bike,Update,Cancel,Cancel current bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Cancel current bike software update,Aborting please wait,1
Bike,Update,Cancel,Cancel current bike system update,Aborting please wait,1
Bike,Update,Cancel,Cancel ongoing bike firmware upgrade process,Aborting please wait,1
Bike,Update,Cancel,Cancel ongoing bike software upgrade process,Aborting please wait,1
Bike,Update,Cancel,Cancel ongoing bike system upgrade process,Aborting please wait,1
Bike,Update,Cancel,Cancel pending bike firmware upgrade process,Aborting please wait,1
Bike,Update,Cancel,Cancel pending bike software upgrade process,Aborting please wait,1
Bike,Update,Cancel,Cancel pending bike system upgrade process,Aborting please wait,1
Bike,Update,Cancel,Stop bike firmware update in progress,Aborting please wait,1
Bike,Update,Cancel,Interrupt ongoing bike firmware upgrade,Aborting please wait,1
Bike,Update,Cancel,Interrupt ongoing bike software upgrade,Aborting please wait,1
Bike,Update,Cancel,Interrupt ongoing bike system upgrade,Aborting please wait,1
Bike,Update,Cancel,Cease ongoing bike firmware upgrade process,Aborting please wait,1
Bike,Update,Cancel,Cease ongoing bike software upgrade process,Aborting please wait,1
Bike,Update,Cancel,Cease ongoing bike system upgrade process,Aborting please wait,1
Bike,Update,Cancel,Cease scheduled bike firmware upgrade,Aborting please wait,1
Bike,Update,Cancel,Cease scheduled bike software upgrade,Aborting please wait,1
Bike,Update,Cancel,Cease scheduled bike system upgrade,Aborting please wait,1
Bike,Update,Cancel,End ongoing bike firmware upgrade,Aborting please wait,1
Bike,Update,Cancel,End ongoing bike software upgrade,Aborting please wait,1
Bike,Update,Cancel,End ongoing bike system upgrade,Aborting please wait,1
Bike,Update,Cancel,Halt scheduled bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Halt scheduled bike software update,Aborting please wait,1
Bike,Update,Cancel,Halt scheduled bike system update,Aborting please wait,1
Bike,Update,Cancel,Scrap scheduled bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Scrap scheduled bike software update,Aborting please wait,1
Bike,Update,Cancel,Scrap scheduled bike system update,Aborting please wait,1
Bike,Update,Cancel,Postpone scheduled bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Postpone scheduled bike software update,Aborting please wait,1
Bike,Update,Cancel,Postpone scheduled bike system update,Aborting please wait,1
Bike,Update,Cancel,Drop scheduled bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Drop scheduled bike software update,Aborting please wait,1
Bike,Update,Cancel,Drop scheduled bike system update,Aborting please wait,1
Bike,Update,Cancel,Abandon scheduled bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Abandon scheduled bike software update,Aborting please wait,1
Bike,Update,Cancel,Abandon scheduled bike system update,Aborting please wait,1
Bike,Update,Cancel,Revoke scheduled bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Revoke scheduled bike software update,Aborting please wait,1
Bike,Update,Cancel,Revoke scheduled bike system update,Aborting please wait,1
Bike,Update,Cancel,Withdraw scheduled bike firmware update,Aborting please wait,1
Bike,Update,Cancel,Withdraw scheduled bike software update,Aborting please wait,1
Bike,Update,Cancel,Withdraw scheduled bike system update,Aborting please wait,1
Bike,Update,Cancel,Repeal scheduled bike firmware update,Aborting please wait,1
Bike,Update,Perform,Begin bike software update,Commencing software update process for your bike.,1
Bike,Update,Perform,Start bike firmware upgrade,Initiating firmware upgrade process for your bike.,1
Bike,Update,Perform,Execute bike software update,Executing software update for your bike.,1
Bike,Update,Perform,Launch bike system update,Launching system update for your bike.,1
Bike,Update,Perform,Perform bike firmware upgrade,Performing firmware upgrade for your bike.,1
Bike,Update,Perform,Initiate bike software upgrade,Initiating software upgrade for your bike.,1
Bike,Update,Perform,download latest software version,,1
Bike,Update,Perform,download latest software/ frimware version,,1
Bike,Update,Perform,Update bike firmware,Updating firmware for your bike.,1
Bike,Update,Perform,Begin bike system upgrade,Commencing system upgrade for your bike.,1
Bike,Update,Perform,Execute bike firmware update,Executing firmware update for your bike.,1
Bike,Update,Perform,Start bike software update,Starting software update for your bike.,1
Bike,Update,Perform,Initiate bike firmware upgrade,Initiating firmware upgrade for your bike.,1
Bike,Update,Perform,Launch bike software upgrade,Launching software upgrade for your bike.,1
Bike,Update,Perform,Perform bike system upgrade,Performing system upgrade for your bike.,1
Bike,Update,Perform,Update bike software,Updating software for your bike.,1
Bike,Update,Perform,Begin bike firmware update,Commencing firmware update for your bike.,1
Bike,Update,Perform,Execute bike system upgrade,Executing system upgrade for your bike.,1
Bike,Update,Perform,Start bike system update,Starting system update for your bike.,1
Bike,Update,Perform,Initiate bike system upgrade,Initiating system upgrade for your bike.,1
Bike,Update,Perform,Launch bike firmware update,Launching firmware update for your bike.,1
Bike,Update,Perform,Perform bike software upgrade,Performing software upgrade for your bike.,1
Bike,Update,Perform,Update bike system software,Updating system software for your bike.,1
Bike,Update,Perform,Begin bike system software update,Commencing system software update for your bike.,1
Bike,Update,Perform,Execute bike software system update,Executing software system update for your bike.,1
Bike,Update,Perform,Start bike system software update,Starting system software update for your bike.,1
Bike,Update,Perform,Initiate bike system software update,Initiating system software update for your bike.,1
Bike,Update,Perform,Launch bike software system update,Launching software system update for your bike.,1
Bike,Update,Perform,Perform bike firmware system update,Performing firmware system update for your bike.,1
Bike,Update,Perform,Update bike system firmware,Updating system firmware for your bike.,1
Bike,Update,Perform,Begin bike system firmware update,Commencing system firmware update for your bike.,1
Bike,Update,Perform,Execute bike system firmware update,Executing system firmware update for your bike.,1
Bike,Update,Perform,Start bike system firmware update,Starting system firmware update for your bike.,1
Bike,Update,Perform,Initiate bike system firmware update,Initiating system firmware update for your bike.,1
Bike,Update,Perform,Launch bike system firmware update,Launching system firmware update for your bike.,1
Bike,Update,Perform,Perform bike software firmware update,Performing software firmware update for your bike.,1
Bike,Update,Perform,Update bike firmware software,Updating firmware software for your bike.,1
Bike,Update,Perform,Begin bike firmware software update,Commencing firmware software update for your bike.,1
Bike,Update,Perform,Execute bike firmware software update,Executing firmware software update for your bike.,1
Bike,Update,Perform,Start bike firmware software update,Starting firmware software update for your bike.,1
Bike,Update,Perform,Initiate bike firmware software update,Initiating firmware software update for your bike.,1
Bike,Update,Perform,Perform Update,Initiating firmware software update for your bike.,1
Bike,Update,Perform,Launch bike firmware software update,Launching firmware software update for your bike.,1
Bike,Update,Perform,Perform bike system software firmware update,Performing system software firmware update for your bike.,1
Bike,Update,Perform,Update bike firmware system software,Updating firmware system software for your bike.,1
Bike,Update,Perform,Begin bike firmware system software update,Commencing firmware system software update for your bike.,1
Bike,Update,Perform,Execute bike firmware system software update,Executing firmware system software update for your bike.,1
Bike,Update,Perform,Start bike firmware system software update,Starting firmware system software update for your bike.,1
Bike,Update,Perform,Initiate bike firmware system software update,Initiating firmware system software update for your bike.,1
Bike,Update,Perform,Launch bike firmware system software update,Launching firmware system software update for your bike.,1
Bike,Update,Perform,Perform bike software system firmware update,Performing software system firmware update for your bike.,1
Bike,Update,Perform,Update bike system firmware software,Updating system firmware software for your bike.,1
Bike,Update,Perform,Begin bike system firmware software update,Commencing system firmware software update for your bike.,1
Bike,Update,Perform,Execute bike system firmware software update,Executing system firmware software update for your bike.,1
Bike,Update,Perform,Start bike system firmware software update,Starting system firmware software update for your bike.,1
Bike,Update,Perform,Initiate bike system firmware software update,Initiating system firmware software update for your bike.,1
Bike,Update,Perform,Launch bike system firmware software update,Launching system firmware software update for your bike.,1
Bike,Update,Perform,Perform bike firmware software system update,Performing firmware software system update for your bike.,1
Bike,Update,Perform,Update bike software system firmware,Updating software system firmware for your bike.,1
Bike,Update,Perform,Begin bike software system firmware update,Commencing software system firmware update for your bike.,1
Bike,Update,Perform,Execute bike software system firmware update,Executing software system firmware update for your bike.,1
Bike,Update,Perform,Start bike software system firmware update,Starting software system firmware update for your bike.,1
Bike,Update,Perform,Initiate bike software system firmware update,Initiating software system firmware update for your bike.,1
Bike,Update,Perform,Launch bike software system firmware update,Launching software system firmware update for your bike.,1
Bike,Update,Perform,Perform bike firmware system software update,Performing firmware system software update for your bike.,1
Bike,Update,Perform,Update bike firmware software system,Updating firmware software system for your bike.,1
Bike,Update,Perform,Begin bike firmware software system update,Commencing firmware software system update for your bike.,1
Bike,Update,Perform,Execute bike firmware software system update,Executing firmware software system update for your bike.,1
Bike,Update,Perform,Start bike firmware software system update,Starting firmware software system update for your bike.,1
Bike,Update,Perform,Initiate bike firmware software system update,Initiating firmware software system update for your bike.,1
Bike,Update,Perform,Launch bike firmware software system update,Launching firmware software system update for your bike.,1
Bike,Update,Perform,Perform bike system firmware software update,Performing system firmware software update for your bike.,1
Bike,Update,Perform,Update bike system software firmware,Updating system software firmware for your bike.,1
Bike,Update,Perform,Begin bike system software firmware update,Commencing system software firmware update for your bike.,1
Bike,Update,Perform,Execute bike system software firmware update,Executing system software firmware update for your bike.,1
Bike,Update,Perform,Start bike system software firmware update,Starting system software firmware update for your bike.,1
Bike,Update,Perform,Initiate bike system software firmware update,Initiating system software firmware update for your bike.,1
Bike,Update,Perform,Launch bike system software firmware update,Launching system software firmware update for your bike.,1
Bike,Update,Perform,Perform bike system firmware system update,Performing system firmware system update for your bike.,1
Bike,Update,Perform,Update bike system firmware system,Updating system firmware system for your bike.,1
Bike,Update,Perform,Begin bike system firmware system update,Commencing system firmware system update for your bike.,1
Bike,Update,Perform,Execute bike system firmware system update,Executing system firmware system update for your bike.,1
Bike,Update,Perform,Start bike system firmware system update,Starting system firmware system update for your bike.,1
Bike,Update,Perform,Initiate bike system firmware system update,Initiating system firmware system update for your bike.,1
Bike,Update,Perform,Launch bike system firmware system update,Launching system firmware system update for your bike.,1
Bike,Update,Perform,Update bike firmware system firmware,Updating firmware system firmware for your bike.,1
Bike,Update,Perform,Begin bike firmware system firmware update,Commencing firmware system firmware update for your bike.,1
Bike,Update,Perform,Execute bike firmware system firmware update,Executing firmware system firmware update for your bike.,1
Bike,Update,Perform,Start bike firmware system firmware update,Starting firmware system firmware update for your bike.,1
Bike,Update,Perform,Initiate bike firmware system firmware update,Initiating firmware system firmware update for your bike.,1
Bike,Update,Perform,Let me know last installed vechicle software/system firmware information,,1
Bike,Update,Perform,Launch bike firmware system firmware update,Launching firmware system firmware update for your bike.,1
Bike,Update,Perform,Perform bike system software system firmware update,Performing system software system firmware update for your bike.,1
Bike,Update,Perform,Update bike system firmware software system,Updating system firmware software system for your bike.,1
Bike,Update,Perform,Begin bike system firmware software system update,Commencing system firmware software system update for your bike.,1
Bike,Update,Perform,Execute bike system firmware software system update,Executing system firmware software system update for your bike.,1
Bike,Update,Perform,Start bike system firmware software system update,Starting system firmware software system update for your bike.,1
Bike,Update,Perform,Initiate bike system firmware software system update,Initiating system firmware software system update for your bike.,1
Bike,Update,Perform,Launch bike system firmware software system update,Launching system firmware software system update for your bike.,1
Bike,Update,Perform,Perform bike system firmware system software update,Performing system firmware system software update for your bike.,1
Bike,Update,Perform,Update bike system software firmware system,Updating system software firmware system for your bike.,1
Bike,Update,Perform,Begin bike system software firmware system update,Commencing system software firmware system update for your bike.,1
Bike,Update,Perform,Execute bike system software firmware system update,Executing system software firmware system update for your bike.,1
Bike,Cloud,Traffic/Maps,Can you recommend a charging station nearby?,"Yes, there's a charging station located at [location].",1
Bike,Cloud,Traffic/Maps,Where is the nearest gas station?,Processing your fuel related command please wait,1
Bike,Cloud,Traffic/Maps,Can you estimate the distance to the next gas station?,Processing your fuel related command please wait,1
Bike,Cloud,Traffic/Maps,Show me alternative routes to avoid traffic,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Will there be heavy traffic tomorrow,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Show me best locations in hyderabad/goa/kashmir/punjab,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Will there be heavy traffic this month,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Will there be heavy traffic today,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Tell me about public transportation information,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Tell me the fastest route from Hyderabad to Delhi,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Determine the fastest route from location X to Y,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Help me plan a road trip with multiple stops,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Calculate estimated arrival times from location x to y,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Is it possible to customize my route to avoid tolls or highways?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"Using Google Maps show me nearby restaurants, gas stations, and other points of interest",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Please  share me your real-time location using maps,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Show me directions from location X to Y ,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Show me directions from location Hyderabad to chennai ,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Go to Specific Location,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,go to delhi through hyderabad,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,go to x through y,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Go to delhi/punjab/hyderabad/kashmir,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,How to reach to a specific Location,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Can I see the traffic conditions on my route?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Set multiple destinations for a road trip,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,How do I find information about local events or attractions?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Are there any road closures or construction sites along my route?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,How do I get from [start location] to [end location]?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"What's the fastest route to [destination]? (like Delhi , Hyderabad )",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What's the most scenic route to [destination]?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"What are the traffic conditions on [road name] right now?(including accidents, construction)",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Are there any road closures on [route] today?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,How long will it take to get to [destination] by [mode of transport]?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Where is the nearest bus stop/train station/subway station?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps, What are the departure and arrival times for public transport to [destination]?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Where is the nearest [gas station/ATM/restaurant/grocery store/hospital] near me?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What are the opening hours of [business name] at [address]?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What are the reviews for [restaurant name]?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Is [business name] open right now?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Please check nearby tyre-repair/repair shops?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Where is the nearest [hotel/restaurant/motel/café/eatery] near me?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Where can I park near [location]? (paid or free specific lot availability),Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"Where can I find [specific type of parking] (e.g. handicap accessible , electric vehicle charging)?",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What's my current location?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What is the address of this place? (referring to current location),Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Show me [landmark/building name] on the map.,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Search for [business name/type of place] near me.,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What cities/towns/landmarks are within a [distance] radius of here?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Can you show me alternate routes to [destination] considering traffic conditions?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What is the distance between [start location] and [end location] along different routes?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What are the different ways to get to [destination] by public transport?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Is there a train station at [location]?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,How much does it cost to take a taxi from here to [destination]? (estimate),Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Are there any tolls on the way to [destination]?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Show me historical landmarks near me,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Find walking/biking trails near me.,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What's the nearest public restroom?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Explore places to eat around,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,go to near by tvs showroom ,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What's the most scenic route to [destination] avoiding highways,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,go to nearby hospital,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,go to kolkata/USA/Australia/germany/UK/china/japan,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,go to near by railway station,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What's the fastest route to [destination] at [time of day] rush hour,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What's the most fuel-efficient route to [destination]?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Are there any detours on [route] today?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"How long will it take to get to [destination] by [mode of transport] during [time of day]? (e.g., weekday afternoon)",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What are the departure and arrival times for the next [public transport type] to [destination]?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Where is the nearest [gas station/ATM/restaurant/grocery store/hospital/pharmacy/rest area] open now?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What are the parking rates at [location]?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Find [landmark/building name] on the map and show opening hours/information,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"Search for [business name/type of place] with specific features (e.g., drive-thru, open 24 hours, with outdoor seating)",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Search for events happening near me today/this weekend.,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Find [type of business] with high ratings near me.,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Where can I find [specific service] near me ?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"Find places offering [promotion/discount] near me (e.g., happy hour, student discount).",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"Show me [type of place] nearby. (e.g., museums, parks, historical sites,library, community center)",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What is the elevation at this location?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What are the different ways to get to [destination] using a combination of transport options (e.g public transport)?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"Is there a [specific type of public transport station] at [location]? (e.g., subway station accepting bicycles)",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What are the rest stops along the way on [route]?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Is there any accident on the route to Destination/Location/Place?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Please check nearby mechanic shop?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Where is the shortest route to Destination/Location/Place?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"What is the typical traffic pattern on [road name] at [time of day] / 6 AM/ 6 PM/ 11 AM / 11 PM? or (e.g., morning rush hour, weekend evenings)",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Can you show me traffic conditions along my route in real-time?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,"Considering live traffic, will taking [alternate route] save me time compared to the original route?",Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What is the expected traffic delay on [highway name] due to the reported accident?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Is there a way to avoid toll roads on my route?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,Can you suggest a route with the least amount of traffic lights?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What is the most fuel-efficient route considering current traffic conditions?,Your request is been processed please wait,1
Bike,Cloud,Traffic/Maps,What is the most scenic route considering both distance and traffic?,Your request is been processed please wait,1
